10325,10636,1,1
10368,10395,1,2
10372,10395,1,3
10389,10636,1,4
10406,10636,1,5
10429,10296,1,6
10443,10636,1,7
10459,10296,1,8
10478,10479,1,9
10482,10636,1,10
10483,547,1,11
10489,10395,1,12
10501,10636,1,13
10516,10636,1,14
10535,10290,1,15
10536,10290,1,15
10537,10287,1,16
10537,10464,1,16
10551,10303,1,17
10583,10322,1,18
10590,10358,1,19
10591,19853,1,19
10595,10290,1,20
10603,10636,1,21
10598,10313,1,21
10610,10395,1,22
10610,10416,1,22
10629,10636,1,23
10633,10290,1,24
10639,8151,1,25
10644,10500,1,26
10644,10631,1,26
10649,10565,1,27
10657,10636,1,28
10662,10302,1,29
10666,10300,1,30
10667,10540,1,30
10683,10609,1,31
10681,10636,1,31
10680,10679,1,31
10688,10290,1,32
10720,10609,1,33
10720,10683,1,33
10721,10397,1,34
10724,10313,1,34
10724,10370,1,34
10728,11473,1,35
10727,10336,1,35
10725,10564,1,35
10729,10413,1,36
10731,10296,1,37
10739,10336,1,38
10737,10609,1,38
10737,10683,1,38
10745,10631,1,39
10745,10609,1,39
10746,10609,1,39
10746,10683,1,39
10746,10720,1,39
10749,10302,1,40
10750,10636,1,41
10751,10366,1,41
10753,10336,1,41
10770,10336,1,42
10777,10323,1,43
10776,11215,1,43
10776,8151,1,43
10784,10293,1,44
10783,10398,1,44
10787,10760,1,44
10783,10293,1,44
10784,10398,1,44
10786,10730,1,44
10790,10299,1,45
10794,10314,1,46
10794,10358,1,46
10801,10322,1,47
10806,10336,1,48
10809,10370,1,49
10812,10355,1,49
10809,10313,1,49
10807,10396,1,49
10817,10466,1,50
10824,10509,1,51
10830,10438,1,52
10828,10332,1,52
10828,10290,1,52
10834,10370,1,53
10841,10336,1,54
10838,10362,1,54
10842,10290,1,55
10842,10346,1,55
10848,10300,1,56
10854,10741,1,57
10867,10332,1,58
10867,10346,1,58
10874,10323,1,59
10872,10413,1,59
10875,10609,1,59
10876,10683,1,60
10876,10609,1,60
10876,10720,1,60
10885,10313,1,61
12383,10723,1,62
12383,10289,1,62
12383,10466,1,62
12383,10817,1,62
10894,10314,1,63
10894,10358,1,63
10895,10719,1,64
10896,10296,1,65
10896,10297,1,65
10899,10720,1,66
10899,10683,1,66
10899,10609,1,66
10904,10506,1,67
10905,10332,1,67
10905,10290,1,67
10908,10289,1,68
10907,10410,1,68
10909,10573,1,68
10910,10300,1,69
10916,10802,1,70
10916,10803,1,70
10917,10295,1,71
10919,10297,1,72
10926,10358,1,73
10925,10438,1,73
10926,10314,1,73
10927,10302,1,73
10926,10297,1,73
10935,10410,1,74
10936,10347,1,75
12461,10450,1,76
12461,10529,1,76
12461,10609,1,76
12461,10618,1,76
12461,10745,1,76
12461,10876,1,76
12461,10966,1,76
12461,10424,1,76
12461,11105,1,76
12461,11220,1,76
12461,11360,1,76
12461,10683,1,76
12461,10971,1,76
12461,10493,1,76
10940,10386,1,77
10945,10364,1,77
10946,10588,1,78
10949,10386,1,78
10955,10386,1,79
10955,10381,1,79
10952,10332,1,79
10952,10336,1,79
10952,10381,1,79
10952,10467,1,79
10952,10469,1,79
10953,10336,1,79
10953,10467,1,79
10953,10469,1,79
10953,10864,1,79
10953,10381,1,79
10955,10762,1,79
10955,10307,1,79
10959,10593,1,80
10960,10467,1,80
10960,10336,1,80
10963,10304,1,81
10963,10467,1,81
10963,10336,1,81
10963,10458,1,81
10962,10347,1,82
10962,10346,1,82
10962,10332,1,82
10962,10290,1,82
10969,10331,1,83
10968,10636,1,83
10971,10588,1,84
10971,10304,1,84
10970,10506,1,84
10970,10707,1,84
10971,10627,1,84
10979,7937,1,85
10981,10332,1,85
10982,10865,1,86
10983,10442,1,86
10982,10290,1,86
10982,10522,1,86
10987,10507,1,87
10995,10438,1,88
10991,10391,1,88
10995,10830,1,88
10998,10602,1,89
10998,10552,1,89
10998,10458,1,89
10998,10468,1,89
10998,10336,1,89
10998,10356,1,89
10998,10513,1,89
10998,10467,1,89
10998,10472,1,89
10998,10335,1,89
10998,10493,1,89
10996,10631,1,89
10998,10652,1,89
10998,10806,1,89
10996,10299,1,89
10998,10841,1,89
10998,10637,1,89
10998,10864,1,89
10998,10781,1,89
10998,10753,1,89
10998,10856,1,89
10998,10740,1,89
10996,10320,1,89
10996,10511,1,89
10998,10694,1,89
11000,10335,1,90
11000,10336,1,90
11000,10432,1,90
11000,10472,1,90
11011,10356,1,91
11019,10391,1,92
11022,10477,1,92
11015,10398,1,92
11015,10442,1,92
11015,10589,1,92
11015,10400,1,92
11021,10743,1,92
11025,10802,1,93
11027,10446,1,93
11028,10332,1,93
11025,10803,1,93
11029,10295,1,94
11032,10571,1,94
11032,10805,1,94
11032,10742,1,94
11035,10306,1,95
11034,10817,1,95
11034,10551,1,95
11034,10401,1,95
11034,10466,1,95
11037,10332,1,96
11042,10292,1,97
11039,10336,1,97
11039,10356,1,97
11039,11000,1,97
11039,10458,1,97
11039,10467,1,97
11039,10468,1,97
11039,10472,1,97
11039,10552,1,97
11039,10963,1,97
11042,10517,1,97
11043,10637,1,97
11043,10336,1,97
11043,10513,1,97
11039,10602,1,97
11040,10303,1,97
11041,10310,1,97
11041,10336,1,97
11041,10356,1,97
11041,10412,1,97
11041,10601,1,97
11039,10304,1,97
11039,10637,1,97
11039,10412,1,97
11039,10806,1,97
11039,10652,1,97
11039,10739,1,97
11039,10694,1,97
11044,10484,1,98
11045,10347,1,98
11052,10517,1,99
11052,10292,1,99
11057,10998,1,99
11057,11011,1,99
11057,10529,1,99
11057,10727,1,99
11061,10356,1,100
11061,10336,1,100
11062,11005,1,101
11070,10475,1,102
11074,10403,1,103
11074,10489,1,103
11073,10411,1,103
11076,10469,1,103
11074,10395,1,103
11074,10372,1,103
11083,10862,1,104
11083,10355,1,104
11085,19765,1,105
11085,10529,1,105
11085,10310,1,105
11085,10299,1,105
11085,10511,1,105
11085,10421,1,105
11085,10320,1,105
11093,10302,1,106
11098,10987,1,107
11098,11077,1,107
11098,10731,1,107
11098,10445,1,107
11098,10297,1,107
11098,10937,1,107
11108,10475,1,108
11107,10609,1,108
11104,10565,1,108
11108,10507,1,108
11108,10787,1,108
11108,11070,1,108
11103,10297,1,108
11107,10720,1,108
11107,10683,1,108
11110,10874,1,109
11109,10874,1,109
11116,10320,1,110
11114,10336,1,110
11113,10331,1,110
11126,10340,1,111
11126,10332,1,111
11126,10315,1,111
11126,10290,1,111
11126,10595,1,111
11126,10347,1,111
11126,10371,1,111
11126,10535,1,111
11126,10341,1,111
11126,10664,1,111
11126,10772,1,111
11123,10637,1,111
11123,10468,1,111
11123,10467,1,111
11123,10458,1,111
11123,10348,1,111
11123,10336,1,111
11126,10633,1,111
11126,10981,1,111
11131,10393,1,112
11129,10397,1,112
11130,10549,1,112
11138,10683,1,113
11138,10573,1,113
11138,10424,1,113
11138,11057,1,113
11138,10998,1,113
11138,10819,1,113
11138,10727,1,113
11138,10720,1,113
11138,11085,1,113
11138,10529,1,113
11132,10684,1,113
11138,10690,1,113
11139,10998,1,114
11139,11000,1,114
11142,11041,1,114
11142,10681,1,114
11140,10299,1,114
11140,10500,1,114
11140,10511,1,114
11140,10529,1,114
11142,10517,1,114
11142,10601,1,114
11142,10383,1,114
11142,10292,1,114
11145,7937,1,115
11160,10698,1,116
11160,10702,1,116
11166,10600,1,117
11169,10534,1,118
11167,10578,1,118
11167,10650,1,118
11174,10683,1,119
11174,10336,1,119
11180,10300,1,120
11181,10458,1,120
11180,10848,1,120
11178,10365,1,120
11181,10336,1,120
11181,10468,1,120
11178,10335,1,120
11180,10565,1,120
11181,10467,1,120
11184,10950,1,121
11184,10601,1,121
11184,10383,1,121
11184,11057,1,121
11182,10301,1,121
11184,10365,1,121
11184,11142,1,121
11191,10289,1,122
11187,10784,1,122
11187,10398,1,122
11187,10293,1,122
11192,10389,1,122
11195,10566,1,123
11195,10493,1,123
11195,10356,1,123
11195,10348,1,123
11195,10336,1,123
11195,11000,1,123
11198,10617,1,124
11198,10342,1,124
11199,10809,1,124
11199,10706,1,124
11199,10370,1,124
11196,11175,1,124
11198,10838,1,124
11201,10386,1,125
11201,10567,1,125
11201,10949,1,125
11201,10955,1,125
11201,11055,1,125
11201,11165,1,125
11203,10734,1,126
11203,10562,1,126
11203,10346,1,126
11203,10832,1,126
11212,10332,1,127
11210,10980,1,127
11209,10385,1,127
11210,10991,1,127
11210,10473,1,127
11209,11088,1,127
11209,11001,1,127
11209,10298,1,127
11210,11019,1,127
11209,10542,1,127
11209,10581,1,127
11216,10819,1,128
11216,10966,1,128
11218,10663,1,128
11216,10621,1,128
11215,8151,1,128
11215,10639,1,128
11215,10776,1,128
11216,10645,1,128
11220,10683,1,129
11220,10588,1,129
11220,10627,1,129
11219,10484,1,129
11220,10496,1,129
11220,10304,1,129
11229,10988,1,130
11226,11070,1,130
11226,10930,1,130
11226,10484,1,130
11224,10452,1,130
11228,10332,1,130
11233,10537,1,131
11234,11185,1,131
11233,10287,1,131
11233,10464,1,131
11240,11145,1,132
11237,10996,1,132
11238,10336,1,132
11238,10304,1,132
11237,10529,1,132
11238,10348,1,132
11237,11059,1,132
11240,7937,1,132
11243,10579,1,133
11244,10800,1,133
11248,10565,1,133
11244,10456,1,133
11247,10615,1,134
11247,10331,1,134
11250,10593,1,134
11250,11117,1,134
11249,10336,1,135
11252,10507,1,136
11254,10508,1,136
11254,10362,1,136
11255,11199,1,136
11251,10477,1,136
11255,11147,1,136
11267,10313,1,137
11262,10399,1,137
11262,10482,1,137
11262,10636,1,137
11262,10389,1,137
11261,10487,1,137
11266,10719,1,137
11271,10362,1,138
11272,11199,1,138
11272,10706,1,138
11272,11255,1,138
11276,11263,1,139
11279,10976,1,140
11279,10977,1,140
11279,11079,1,140
11285,10508,1,141
11283,10496,1,141
11283,10637,1,141
11282,10380,1,141
11283,10348,1,141
11282,10425,1,141
11283,10458,1,141
11283,10468,1,141
11283,10467,1,141
11283,10304,1,141
11283,10336,1,141
11292,10636,1,142
11290,10564,1,142
11288,11006,1,142
11288,10856,1,142
11288,10740,1,142
11288,10694,1,142
11288,10604,1,142
11292,10335,1,142
11288,10602,1,142
11288,10469,1,142
11288,10348,1,142
11288,10336,1,142
11291,10553,1,142
11291,10396,1,142
11292,10332,1,142
11288,10652,1,142
11290,10725,1,142
11300,11037,1,143
11300,10328,1,143
11295,10992,1,143
11303,10517,1,143
11303,10292,1,143
11297,10910,1,143
11308,10621,1,144
11308,10622,1,144
11310,10622,1,144
11304,11295,1,144
11304,10992,1,144
11307,10648,1,144
11306,10829,1,144
11313,10310,1,145
11314,10302,1,145
11312,10344,1,145
11309,11139,1,145
11309,10515,1,145
11309,10785,1,145
11313,10365,1,145
11320,10636,1,146
11320,10389,1,146
11320,10516,1,146
11319,10468,1,146
11329,10862,1,147
11331,10290,1,147
11331,10301,1,147
11329,10744,1,147
11327,10802,1,147
11329,10432,1,147
11334,10452,1,148
11334,10312,1,148
11337,10286,1,148
11337,10507,1,148
11335,10334,1,148
11336,10318,1,148
11336,10625,1,148
11342,11115,1,149
11342,11263,1,149
11340,10849,1,149
11342,11276,1,149
11345,10442,1,150
11344,10343,1,150
11345,10305,1,150
11345,10504,1,150
11348,10331,1,151
11351,10389,1,152
11355,10702,1,152
11353,11168,1,152
11360,10618,1,153
11361,10930,1,153
11361,10445,1,153
11360,10745,1,153
11357,10456,1,153
11357,10745,1,153
11361,10937,1,153
11357,10744,1,153
11357,10618,1,153
11358,10331,1,153
11361,11098,1,153
11361,10288,1,153
11363,10308,1,154
11364,10703,1,154
11371,11336,1,155
11370,10721,1,155
11370,10562,1,155
11370,10544,1,155
11370,10297,1,155
11370,10805,1,155
11373,10328,1,155
11373,10400,1,155
11373,10332,1,155
11373,11037,1,155
11371,10318,1,155
11371,10583,1,155
11371,10641,1,155
11371,10801,1,155
11374,10739,1,156
11376,10719,1,157
11378,10705,1,157
11377,10719,1,157
11386,10998,1,158
11386,10694,1,158
11386,10864,1,158
11386,11195,1,158
11386,10806,1,158
11386,10960,1,158
11386,10652,1,158
11387,10368,1,158
11386,10468,1,158
11386,10467,1,158
11386,10458,1,158
11386,10412,1,158
11386,10356,1,158
11386,10348,1,158
11386,10336,1,158
11386,10637,1,158
11392,10724,1,159
11394,10356,1,159
11394,10365,1,159
11392,10773,1,159
11392,10612,1,159
11390,10666,1,159
11388,10552,1,159
11388,10467,1,159
11388,10348,1,159
11392,10408,1,159
11388,10336,1,159
11388,10513,1,159
11398,11199,1,160
11398,11284,1,160
11398,11356,1,160
11405,10877,1,161
11404,10565,1,161
11407,10906,1,162
11409,10559,1,163
11410,10723,1,163
11410,11140,1,163
11411,10506,1,164
11417,10609,1,165
11417,10424,1,165
11417,10684,1,165
11420,10523,1,166
11419,10370,1,166
11419,10706,1,166
11421,10348,1,166
11421,10336,1,166
11423,10772,1,167
11423,10332,1,167
11425,10520,1,167
11423,10409,1,167
11426,10394,1,168
11426,10395,1,168
11426,10403,1,168
11426,10489,1,168
11427,10469,1,169
11433,10622,1,170
11431,10482,1,170
11431,10399,1,170
11433,10621,1,170
11433,10645,1,170
11431,10636,1,170
11429,10890,1,170
11429,11285,1,170
11431,10389,1,170
11443,11255,1,171
11444,10424,1,171
11436,10858,1,171
11436,10447,1,171
11436,11020,1,171
11443,11356,1,171
11444,10683,1,171
11443,11398,1,171
11443,10706,1,171
11443,10370,1,171
11444,10875,1,171
11444,10745,1,171
11437,11356,1,171
11436,11222,1,171
11444,10720,1,171
11444,10609,1,171
11443,11199,1,171
11449,10677,1,172
11453,11195,1,173
11453,11039,1,173
11453,10472,1,173
11453,11000,1,173
11453,10468,1,173
11453,10336,1,173
11451,10466,1,173
11453,10998,1,173
11451,10289,1,173
11451,10551,1,173
11454,10705,1,174
11465,11265,1,174
11457,12610,1,174
11456,10549,1,174
11459,10849,1,175
11459,10877,1,175
11461,11057,1,176
11461,10335,1,176
11461,10383,1,176
11466,10704,1,177
11467,11447,1,177
11474,10477,1,178
11474,10290,1,178
11474,10332,1,178
11474,10360,1,178
11472,10849,1,178
11473,10728,1,178
11474,10562,1,178
11474,10752,1,178
11470,10636,1,178
11472,10877,1,178
11475,10397,1,179
11475,10721,1,179
11477,10370,1,179
11479,10477,1,179
11479,10362,1,179
11486,10651,1,180
11486,10751,1,180
11486,10901,1,180
11486,11097,1,180
11486,11134,1,180
11486,11228,1,180
11486,11250,1,180
11486,11339,1,180
11486,10332,1,180
11488,10328,1,181
11488,11300,1,181
11488,10332,1,181
11488,11037,1,181
11488,11150,1,181
11488,11299,1,181
11488,11373,1,181
11488,11606,1,181
11493,11111,1,182
11492,10371,1,182
11492,10582,1,182
11492,10761,1,182
11493,11106,1,182
11493,11102,1,182
11495,10715,1,183
11495,10619,1,183
11495,10336,1,183
11495,10513,1,183
11495,10348,1,183
11495,10552,1,183
11495,10739,1,183
11495,10467,1,183
11497,10306,1,183
11497,10485,1,183
11495,10458,1,183
11499,10440,1,183
11499,10731,1,183
11500,10375,1,184
11511,10529,1,184
11511,10690,1,184
11511,11140,1,184
11511,10691,1,184
11511,11138,1,184
11511,11085,1,184
11511,10998,1,184
11511,10996,1,184
11511,10511,1,184
11511,10500,1,184
11511,10493,1,184
11511,10299,1,184
11511,10948,1,184
11511,10819,1,184
11500,10528,1,184
11511,10723,1,184
11505,10468,1,185
11504,10508,1,185
11505,10739,1,185
11504,11285,1,185
11505,10637,1,185
11506,10326,1,185
11508,10455,1,186
11510,10433,1,186
11513,10704,1,186
11512,10666,1,186
11515,10310,1,187
11515,10529,1,187
11516,10433,1,187
11517,11226,1,187
11515,10365,1,187
11519,10362,1,188
11519,10452,1,188
11519,10678,1,188
11525,10468,1,189
11525,10674,1,189
11525,10348,1,189
11523,11015,1,189
11529,10794,1,190
11529,10429,1,190
11529,10358,1,190
11529,10296,1,190
11529,10286,1,190
11529,10314,1,190
11527,10336,1,190
11532,10290,1,191
11532,10332,1,191
11532,10360,1,191
11532,10428,1,191
11532,10593,1,191
11532,10371,1,191
11532,10669,1,191
11532,10901,1,191
11532,10432,1,191
11533,10473,1,192
11535,10336,1,193
11535,10348,1,193
11535,10468,1,193
11535,10637,1,193
11535,10856,1,193
11535,10739,1,193
11534,10397,1,193
11534,10544,1,193
11534,10721,1,193
11535,10753,1,193
11537,10734,1,194
11537,10332,1,194
11536,11076,1,194
11536,10469,1,194
11542,10609,1,195
11542,10566,1,195
11542,10683,1,195
11542,10424,1,195
11540,10456,1,195
11538,11446,1,195
11540,10424,1,195
11540,11140,1,195
11540,11059,1,195
11540,10996,1,195
11539,10422,1,195
11540,10744,1,195
11540,10618,1,195
11540,10529,1,195
11540,10745,1,195
11551,10335,1,196
11543,11216,1,196
11544,11055,1,196
11543,10690,1,196
11543,10645,1,196
11543,10621,1,196
11545,10304,1,196
11546,8151,1,197
11546,11215,1,197
11546,10469,1,197
11546,10639,1,197
11546,10776,1,197
11554,10428,1,198
11553,11045,1,198
11554,10562,1,198
11555,10761,1,198
11555,10593,1,198
11557,10985,1,199
11558,10924,1,199
11559,11418,1,200
11560,10618,1,200
11560,10424,1,200
11559,10857,1,200
11569,10356,1,201
11569,10720,1,201
11569,10739,1,201
11569,11444,1,201
11564,10650,1,201
11565,10365,1,201
11565,10493,1,201
11570,10350,1,201
11570,10359,1,201
11570,10673,1,201
11570,11983,1,201
11569,10336,1,201
11569,10348,1,201
11570,11984,1,201
11571,11056,1,202
11572,10765,1,202
11576,11417,1,203
11576,10456,1,203
11576,11444,1,203
11574,10856,1,203
11578,10673,1,203
11578,11084,1,203
11579,10348,1,203
11576,10683,1,203
11579,10412,1,203
11579,11195,1,203
11576,10609,1,203
11581,10424,1,204
11581,10609,1,204
11581,10683,1,204
11584,10332,1,204
11584,10400,1,204
11584,10832,1,204
11584,10328,1,204
11583,15699,1,204
11584,11055,1,204
11585,10452,1,205
11589,11457,1,205
11591,10365,1,205
11586,10362,1,205
11588,10827,1,205
11588,10797,1,205
11589,10653,1,205
11588,10484,1,205
11588,10488,1,205
11598,10332,1,206
11594,10740,1,206
11601,10601,1,206
11595,10576,1,206
11594,10468,1,206
11594,10336,1,206
11600,10654,1,206
11594,10467,1,206
11594,10458,1,206
11600,10621,1,206
11598,10339,1,206
11593,11240,1,206
11600,10645,1,206
11593,11145,1,206
11593,7937,1,206
11600,10622,1,206
11594,10348,1,206
11604,10452,1,207
11602,11265,1,207
11602,11150,1,207
11602,11300,1,207
11602,11299,1,207
11602,10328,1,207
11602,11037,1,207
11602,10400,1,207
11602,11373,1,207
11611,10424,1,208
11611,10745,1,208
11611,10751,1,208
11608,10711,1,208
11611,10609,1,208
11611,10875,1,208
11607,10342,1,208
11617,10573,1,209
11617,10683,1,209
11615,10976,1,209
11615,11079,1,209
11615,11279,1,209
11615,11364,1,209
11617,11138,1,209
11617,11140,1,209
11617,10720,1,209
11615,10861,1,209
11617,11540,1,209
11615,10954,1,209
11617,11542,1,209
11617,11569,1,209
11617,11581,1,209
11616,10475,1,209
11616,10305,1,209
11619,11168,1,209
11617,11444,1,209
11621,11078,1,210
11623,10332,1,210
11621,11045,1,210
11621,10739,1,210
11620,11078,1,210
11623,10972,1,210
11624,10390,1,210
11623,10838,1,210
11629,10637,1,211
11628,10779,1,211
11628,10832,1,211
11628,11584,1,211
11629,10336,1,211
11628,10346,1,211
11629,10348,1,211
11629,10602,1,211
11629,10739,1,211
11629,10468,1,211
11629,10856,1,211
11629,12316,1,211
11628,10734,1,211
11636,10899,1,212
11633,10364,1,212
11636,10745,1,212
11636,10683,1,212
11636,10573,1,212
11636,10424,1,212
11632,10636,1,212
11631,10348,1,212
11631,10468,1,212
11631,10739,1,212
11632,10389,1,212
11632,10516,1,212
11640,10336,1,213
11640,10468,1,213
11640,10432,1,213
11640,10472,1,213
11642,10706,1,213
11642,11199,1,213
11642,11356,1,213
11642,11398,1,213
11635,8151,1,213
11644,10298,1,214
11646,10389,1,214
11646,10516,1,214
11646,10636,1,214
11646,11192,1,214
11643,10336,1,214
11643,10348,1,214
11643,10381,1,214
11643,10458,1,214
11643,10467,1,214
11643,10468,1,214
11643,10637,1,214
11643,10739,1,214
11645,10723,1,214
11651,11191,1,214
11645,10697,1,214
11645,10320,1,214
11644,10385,1,214
11648,10423,1,214
11644,11088,1,214
11644,10581,1,214
11650,10423,1,214
11657,10877,1,215
11659,10488,1,215
11656,10956,1,215
11657,10759,1,215
11655,10529,1,215
11659,11172,1,215
11655,10470,1,215
11655,10335,1,215
11656,10363,1,215
11660,11265,1,216
11660,10386,1,216
11663,10389,1,217
